tag_id,book_id,goodreads_book_id,count
240,5033,25807,157
240,2177,28381,142
240,499,28676,245
240,820,28921,279
240,8716,28922,114
240,494,29044,299
240,484,29059,155
240,276,29579,171
240,3400,29641,153
240,1357,29797,126
240,1598,29999,170
240,778,30597,212
240,1393,30933,198
240,2499,31173,160
240,1477,31242,185
240,5907,31244,104
240,1088,31463,192
240,1681,32067,218
240,3002,32071,132
240,559,32261,259
240,3954,32585,124
240,972,32829,190
240,378,33917,142
240,3590,35743,114
240,468,37415,232
240,410,37781,266
240,3642,38262,174
240,1434,38296,138
240,119,38447,500
240,3505,38462,119
240,3833,40425,109
240,1970,41219,175
240,879,41681,148
240,432,41804,198
240,1367,43545,132
240,205,43763,290
240,2107,43944,108
240,2559,43945,143
240,2809,44597,196
240,471,45032,284
240,2062,45162,182
240,6326,46114,124
240,1184,46164,194
240,395,46170,199
240,6675,46755,125
240,650,46787,204
240,4942,48467,115
240,6999,48862,112
240,3459,49540,154
240,162,49552,276
240,522,49628,318
240,3708,50144,115
240,2612,50365,122
240,451,50398,278
240,2197,50798,135
240,2561,51019,150
240,390,51496,289
240,180,52036,274
240,5386,53061,117
240,899,53835,240
240,5551,53969,109
240,706,54479,234
240,2355,54539,152
240,3076,56034,158
240,2145,56373,120
240,8664,56674,122
240,2600,56759,124
240,1845,58027,196
240,782,58345,230
240,590,58696,226
240,8570,59142,103
240,1084,59716,233
240,5241,61264,127
240,1003,61666,116
240,7032,61672,124
240,7232,70241,101
240,284,70401,287
240,503,70535,173
240,8538,71458,108
240,9794,74462,103
240,2187,76171,147
240,3889,77554,114
240,883,78433,274
240,5354,80616,115
240,2464,85386,162
240,4348,88077,107
240,9864,88442,105
240,4592,90192,128
240,3878,92780,148
240,1910,93101,144
240,7176,93157,127
240,2284,95186,104
240,2228,95558,119
240,4503,99329,104
240,727,101299,266
240,6909,103159,104
240,2854,107301,131
240,8682,110871,119
240,592,117833,266
240,424,119073,265
240,6852,123063,117
240,1561,130440,184
240,297,135479,230
240,7859,141077,117
240,6167,153492,150
240,194,153747,241
240,1114,156538,178
240,80,157993,448
240,9225,161846,105
240,181,168642,319
240,113,168668,356
240,5389,175516,151
240,3643,175675,136
240,4219,182381,152
240,2468,206172,191
240,4716,210834,122
240,2926,240976,109
240,3131,243705,133
240,664,251688,357
240,587,256566,254
240,2157,286957,125
240,3212,298230,144
240,1624,298275,101
240,426,310612,207
240,6335,316496,100
240,3715,325085,112
240,2361,325128,107
240,129,332613,318
240,1771,337113,180
240,1214,338798,167
240,357,355697,267
240,3388,373755,109
240,2027,374233,187
240,762,375013,131
240,1121,394535,105
240,5358,395182,122
240,1319,469571,102
240,191,472331,241
240,4091,517188,163
240,1659,530965,157
240,1940,567678,163
240,7783,625094,108
240,5626,780581,104
240,5527,781787,137
240,4899,828387,108
240,657,1768603,152
240,3262,2247142,171
240,3484,5206937,166
240,638,7331435,103
240,649,10357575,107
240,822,10746542,129
240,172,15823480,389
251,54,11,169
251,293,295,108
251,94,320,135
251,32,890,193
251,33,930,159
251,10,1885,225
251,42,1934,162
251,83,1953,118
251,230,2156,115
251,130,2165,122
251,560,2175,106
251,115,2187,138
251,298,2493,117
251,160,2623,148
251,4,2657,230
251,58,2956,151
251,1005,3711,101
251,45,4214,192
251,131,4395,146
251,5,4671,241
251,301,4900,103
251,430,4929,100
251,65,4981,154
251,2013,5015,102
251,8,5107,240
251,55,5129,170
251,95,5297,162
251,204,5326,123
251,13,5470,234
251,7,5907,176
251,354,6149,109
251,63,6185,186
251,268,6334,179
251,178,6514,163
251,212,6867,144
251,171,6969,142
251,103,7126,125
251,177,7144,127
251,100,7244,137
251,121,7604,153
251,14,7613,227
251,28,7624,200
251,618,8921,103
251,233,9712,118
251,43,10210,193
251,557,10956,125
251,72,11588,119
251,138,12296,153
251,270,12873,128
251,76,14935,154
251,701,14942,106
251,97,17245,155
251,361,18254,111
251,66,18405,156
251,71,18490,175
251,576,19380,102
251,109,24280,102
251,820,28921,108
251,468,37415,100
251,410,37781,101
251,119,38447,177
251,205,43763,116
251,471,45032,105
251,522,49628,114
251,451,50398,106
251,390,51496,104
251,284,70401,108
251,883,78433,101
251,727,101299,107
251,80,157993,143
251,181,168642,127
251,113,168668,142
251,173,227463,141
251,664,251688,111
251,129,332613,121
251,357,355697,106
251,172,15823480,138
254,45,4214,115
254,43,10210,117
350,248,1622,129
350,29,18135,210
350,479,28862,109
350,816,6101138,111
362,125,1420,185
362,597,3836,127
362,154,8852,193
362,353,12996,113
392,478,2932,196
392,529,7733,210
392,137,10964,160
392,8162,12923,137
392,2286,16640,133
392,576,19380,276
392,3642,38262,124
392,3459,49540,117
392,7416,76527,125
392,7176,93157,126
392,4503,99329,117
414,264,3876,106
414,5,4671,422
414,2932,7728889,123
414,421,8683812,140
420,32,890,146
420,131,4395,101
420,55,5129,113
420,46,43641,175
442,8,5107,155
442,121,7604,103
450,65,4981,104
450,31,4667024,401
509,1783,264,175
509,293,295,241
509,5915,304,112
509,498,656,288
509,10,1885,872
509,42,1934,438
509,83,1953,374
509,230,2156,530
509,560,2175,415
509,298,2493,239
509,160,2623,503
509,58,2956,425
509,514,3590,208
509,301,4900,262
509,485,4934,287
509,95,5297,664
509,204,5326,373
509,2846,5344,184
509,1073,5797,227
509,1064,5890,308
509,2026,6138,201
509,63,6185,769
509,1605,6440,103
509,171,6969,481
509,103,7126,356
509,177,7144,446
509,413,7190,225
509,547,8909,166
509,618,8921,101
509,43,10210,852
509,138,12296,320
509,1041,12505,177
509,1878,12948,216
509,257,13023,200
509,2709,14662,149
509,76,14935,553
509,819,16902,112
509,1204,17184,133
509,97,17245,499
509,361,18254,319
509,2002,18386,138
509,71,18490,604
509,961,19089,338
509,2131,19117,146
509,2952,20564,164
509,229,24213,272
509,109,24280,328
509,116,24583,295
509,1679,27494,107
509,2177,28381,152
509,1432,30474,109
509,778,30597,170
509,4870,31168,111
509,2499,31173,279
509,1477,31242,243
509,3088,31250,109
509,1088,31463,252
509,559,32261,359
509,4582,32650,111
509,972,32829,133
509,699,33507,155
509,1580,37793,171
509,471,45032,391
509,650,46787,149
509,5581,48037,120
509,4106,49455,119
509,451,50398,457
509,2197,50798,149
509,390,51496,367
509,706,54479,164
509,2355,54539,150
509,2600,56759,134
509,782,58345,170
509,590,58696,259
509,3379,59145,124
509,427,92303,305
509,446,102868,247
509,3755,114230,108
509,194,153747,323
509,1114,156538,329
509,4219,182381,153
509,3457,203220,105
509,6190,229432,119
509,2157,286957,119
509,3212,298230,217
509,1771,337113,271
509,3346,383206,148
509,7650,588747,104
509,1631,608474,168
509,172,15823480,440
609,21,2,240
611,26,968,167
615,27,1,399
615,26,968,132
617,26,968,155
617,11,77203,117
686,96,13536860,109
694,34,10818853,138
698,1,2767052,358
698,17,6148028,339
698,20,7260188,310
698,185,9361589,127
698,525,9593911,114
698,280,11614718,107
698,69,11735983,221
698,12,13335037,253
698,96,13536860,202
711,105,18710190,140
722,68,22628,130
722,74,99561,162
722,51,256683,210
722,153,1582996,145
722,134,3777732,125
722,182,6304335,135
722,309,6752378,103
722,327,9275658,101
722,1118,9593913,147
722,206,10507293,113
722,203,11505797,105
722,280,11614718,112
722,69,11735983,262
722,6,11870085,390
722,12,13335037,311
722,320,13526165,104
722,539,15717943,125
722,164,15745753,196
722,277,15783514,153
722,589,16056408,101
722,324,16068905,133
722,452,16101128,123
722,240,17212231,112
722,1165,17314430,110
722,460,18335634,165
722,105,18710190,275
736,36,3636,126
736,149,4374400,152
736,91,6186357,128
736,607,8755785,103
736,69,11735983,211
736,6,11870085,338
736,12,13335037,254
736,164,15745753,139
736,277,15783514,100
736,324,16068905,123
736,348,16143347,138
736,285,16181775,118
736,146,17333223,140
736,506,18635016,111
736,105,18710190,235
747,149,4374400,110
747,30,8442457,120
747,348,16143347,102
747,105,18710190,172
751,137,10964,104
751,275,49750,105
751,74,99561,193
751,210,345627,115
751,147,1217100,103
751,149,4374400,293
751,91,6186357,246
751,363,6936382,163
751,259,7631105,133
751,376,7864437,103
751,393,7896527,149
751,535,8490112,138
751,475,8492825,157
751,607,8755785,200
751,991,8909152,163
751,327,9275658,140
751,139,9460487,150
751,2104,9627755,156
751,1004,9961796,128
751,632,10429045,131
751,206,10507293,152
751,252,11235712,181
751,250,11387515,105
751,995,11408650,105
751,69,11735983,341
751,6,11870085,552
751,1170,13104080,107
751,1651,13188676,165
751,774,13206828,199
751,12,13335037,431
751,320,13526165,100
751,2814,13618440,133
751,1002,14290364,117
751,112,15507958,125
751,164,15745753,349
751,827,15749186,144
751,277,15783514,159
751,324,16068905,317
751,2533,16069030,100
751,452,16101128,128
751,348,16143347,315
751,285,16181775,138
751,752,17167166,112
751,146,17333223,123
751,1130,17788401,117
751,813,18081809,148
751,1045,18126198,107
751,506,18635016,244
751,1027,18705209,111
751,105,18710190,369
751,1110,24445517,149
752,2533,16069030,110
753,607,8755785,116
753,774,13206828,115
753,2533,16069030,115
753,1022,20613470,102
753,1965,20821111,127
766,88,6442769,186
766,348,16143347,107
766,536,17878931,107
766,141,18007564,236
766,143,18143977,231
766,668,18693763,103
766,262,19486412,131
766,458,20170404,152
766,352,20910157,177
766,267,21853621,128
766,61,22557272,491
766,533,24817626,129
767,61,22557272,125
770,61,22557272,144
780,536,17878931,103
780,141,18007564,177
780,143,18143977,108
780,458,20170404,102
780,61,22557272,287
781,74,99561,145
781,30,8442457,213
781,215,9969571,116
781,190,12262741,106
781,164,15745753,137
781,146,17333223,114
781,536,17878931,134
781,141,18007564,178
781,143,18143977,180
781,262,19486412,112
781,458,20170404,104
781,352,20910157,167
781,61,22557272,327
783,74,99561,136
783,149,4374400,136
783,226,5886881,115
783,91,6186357,129
783,88,6442769,276
783,830,6931356,140
783,363,6936382,120
783,259,7631105,114
783,393,7896527,215
783,535,8490112,101
783,2104,9627755,107
783,215,9969571,146
783,1000,10194157,127
783,206,10507293,140
783,252,11235712,211
783,1375,12700353,136
783,774,13206828,171
783,1353,13206900,162
783,164,15745753,180
783,827,15749186,170
783,324,16068905,197
783,2533,16069030,114
783,842,16096824,258
783,452,16101128,110
783,348,16143347,210
783,285,16181775,111
783,423,16248068,129
783,752,17167166,171
783,928,17675462,110
783,1130,17788401,129
783,536,17878931,326
783,1264,18006496,152
783,141,18007564,298
783,813,18081809,134
783,143,18143977,218
783,921,18460392,206
783,3816,18500665,112
783,506,18635016,125
783,1453,18692431,131
783,2626,18798983,139
783,2876,18879761,124
783,2743,19351043,100
783,262,19486412,132
783,458,20170404,192
783,4299,20443207,107
783,1472,20560137,178
783,1022,20613470,165
783,2112,20698530,190
783,950,20820994,162
783,1965,20821111,118
783,352,20910157,211
783,267,21853621,108
783,2254,22489107,191
783,61,22557272,554
783,1562,22609310,182
783,1062,22918050,223
783,1668,23437156,101
783,1671,23734628,132
783,2395,24378015,167
783,3778,24422492,104
783,533,24817626,132
783,2178,24920901,141
784,1353,13206900,120
784,842,16096824,153
784,536,17878931,133
784,1472,20560137,115
784,2116,22055262,108
784,3770,23395680,103
784,1668,23437156,125
785,1353,13206900,264
785,1952,15724396,155
785,842,16096824,313
785,9501,17285330,101
785,536,17878931,277
785,1264,18006496,228
785,5279,18336965,130
785,921,18460392,147
785,3816,18500665,106
785,4165,18660447,143
785,1453,18692431,154
785,2626,18798983,210
785,2876,18879761,130
785,3345,19547856,126
785,4299,20443207,142
785,1472,20560137,250
785,2112,20698530,161
785,9947,21393526,108
785,5793,21569527,115
785,2116,22055262,213
785,5350,22465597,102
785,2254,22489107,170
785,1728,22544764,126
785,1562,22609310,122
785,5085,22910900,142
785,3372,23009402,105
785,1668,23437156,261
785,1671,23734628,159
785,5360,23846013,130
785,2395,24378015,108
805,139,9460487,127
805,141,18007564,111
805,143,18143977,124
805,459,18774964,103
805,267,21853621,130
805,61,22557272,264
805,566,25041504,138
805,1076,25781157,138
805,1028,26247008,104
805,1174,26893819,115
805,279,29056083,359
809,112,15507958,122
809,61,22557272,119
809,279,29056083,138
813,1308,17927395,160
823,1308,17927395,122
823,61,22557272,197
823,279,29056083,259
829,139,9460487,201
829,252,11235712,177
829,1353,13206900,113
829,452,16101128,125
829,470,17851885,115
829,536,17878931,110
829,141,18007564,170
829,143,18143977,149
829,352,20910157,108
829,267,21853621,104
829,61,22557272,299
829,279,29056083,261
831,393,7896527,187
831,124,7937843,117
831,987,8621462,133
831,139,9460487,261
831,215,9969571,117
831,1000,10194157,111
831,252,11235712,184
831,581,13206760,152
831,774,13206828,149
831,1353,13206900,238
831,324,16068905,131
831,2533,16069030,105
831,842,16096824,229
831,452,16101128,162
831,348,16143347,118
831,752,17167166,146
831,1782,17347389,126
831,2558,17378508,125
831,3441,17378527,191
831,928,17675462,167
831,8268,17838528,112
831,536,17878931,215
831,1308,17927395,295
831,1264,18006496,152
831,141,18007564,163
831,143,18143977,158
831,921,18460392,136
831,1453,18692431,174
831,459,18774964,104
831,2626,18798983,150
831,3345,19547856,116
831,6423,20443235,127
831,1472,20560137,137
831,1022,20613470,138
831,4386,20764879,103
831,7632,20983362,103
831,267,21853621,145
831,2116,22055262,138
831,3241,22299763,164
831,61,22557272,320
831,1737,23174274,221
831,8265,23299512,104
831,3770,23395680,166
831,1668,23437156,231
831,1671,23734628,154
831,566,25041504,180
831,2331,25111004,109
831,4896,25454883,125
831,2194,25494343,201
831,3228,25614492,102
831,5118,25689074,168
831,1076,25781157,110
831,852,25899336,102
831,2179,26074181,179
831,3526,26252859,149
831,1174,26893819,137
831,4918,27252717,111
831,1568,27362503,206
831,2167,28260587,181
831,3855,28678119,119
831,279,29056083,642
832,1308,17927395,135
832,7632,20983362,126
832,8381,21414439,111
832,1737,23174274,102
832,7773,23207027,107
832,8265,23299512,118
832,7148,24934065,105
832,2167,28260587,110
832,279,29056083,106
833,4060,16131489,163
833,3441,17378527,239
833,8268,17838528,243
833,1308,17927395,373
833,5259,18584855,118
833,6423,20443235,189
833,7632,20983362,337
833,8381,21414439,328
833,3241,22299763,289
833,9644,22840421,182
833,1737,23174274,278
833,7773,23207027,249
833,8265,23299512,328
833,5532,24529123,134
833,7148,24934065,241
833,2194,25494343,313
833,4255,25558608,261
833,3228,25614492,179
833,5118,25689074,207
833,2179,26074181,177
833,3526,26252859,195
833,8043,26721568,119
833,1568,27362503,149
833,7272,27904311,129
833,2167,28260587,353
833,4381,28763485,181
833,279,29056083,252
833,9470,29236299,186
855,119,38447,204
855,459,18774964,141
855,262,19486412,120
855,1524,27161156,119
855,1433,28187230,103
855,9569,32075671,115
888,119,38447,133
893,119,38447,155
893,7984,25953369,110
893,1539,30555488,118
895,119,38447,226
895,147,1217100,193
895,987,8621462,111
895,842,16096824,184
895,536,17878931,100
895,5259,18584855,132
895,1453,18692431,189
895,459,18774964,118
895,262,19486412,117
895,2116,22055262,117
895,3241,22299763,146
895,1668,23437156,130
895,2672,23513349,162
895,7373,23766634,278
895,1736,27833670,103
895,7560,27883214,195
895,1433,28187230,131
895,4381,28763485,178
895,7448,30226723,118
895,4576,30253864,107
895,1539,30555488,110
895,9569,32075671,235
896,7373,23766634,128
896,7560,27883214,140
897,7373,23766634,418
897,7560,27883214,393
897,7448,30226723,238
897,9569,32075671,297
901,7373,23766634,109
923,54,11,191
923,189,33,107
923,19,34,214
923,94,320,218
923,397,343,125
923,35,865,139
923,32,890,340
923,33,930,153
923,130,2165,282
923,4,2657,508
923,93,2998,139
923,829,3087,156
923,1949,3102,103
923,264,3876,192
923,48,4381,317
923,131,4395,211
923,225,4406,157
923,1031,4631,100
923,5,4671,612
923,65,4981,283
923,8,5107,472
923,483,5113,119
923,55,5129,325
923,13,5470,500
923,196,5759,110
923,7,5907,303
923,354,6149,142
923,158,6310,107
923,360,7082,127
923,959,7588,186
923,121,7604,340
923,14,7613,458
923,28,7624,305
923,133,8127,146
923,323,9717,162
923,401,10799,166
923,718,10975,168
923,1135,11012,174
923,380,11297,107
923,72,11588,103
923,872,11989,137
923,456,12220,120
923,3508,12749,106
923,270,12873,220
923,715,12898,139
923,265,14891,109
923,701,14942,253
923,155,15241,167
923,200,16299,155
923,672,16304,111
923,1015,16631,106
923,736,16981,112
923,1518,17125,105
923,387,17250,119
923,614,17690,161
923,934,17716,163
923,1509,17728,100
923,117,18131,106
923,66,18405,141
923,161,18512,166
923,1664,18521,161
923,3210,18839,102
923,820,28921,139
923,494,29044,104
923,1393,30933,153
923,1681,32067,126
923,518,34268,123
923,468,37415,140
923,410,37781,167
923,119,38447,259
923,184,39988,103
923,2809,44597,113
923,1184,46164,131
923,395,46170,117
923,15,48855,248
923,162,49552,299
923,180,52036,160
923,899,53835,148
923,1084,59716,211
923,332,65605,110
923,284,70401,203
923,887,77013,132
923,37,100915,180
923,592,117833,181
923,424,119073,122
923,62,119322,115
923,297,135479,149
923,80,157993,240
923,181,168642,162
923,113,168668,203
923,75,227443,107
923,173,227463,234
923,90,231804,110
923,126,234225,113
923,664,251688,171
923,129,332613,188
923,1214,338798,160
923,357,355697,167
923,213,485894,235
941,26,968,119
941,45,4214,125
941,167,4407,114
941,104,6288,141
941,268,6334,130
941,212,6867,118
941,522,49628,104
941,11,77203,111
941,16,2429135,126
941,30,8442457,126
941,146,17333223,102
1010,29,18135,120
1010,49,49041,153
1010,52,428263,144
1010,56,1162543,103
1010,149,4374400,100
1010,88,6442769,103
1010,166,7735333,107
1010,206,10507293,114
1010,105,18710190,133
1039,2019,2921082,355
1039,2391,3552023,345
1039,2477,5861926,335
1039,3060,5972040,155
1039,2531,6255144,318
1039,2909,6389704,311
1039,2756,6393047,308
1039,2891,6545536,295
1039,2200,7182899,275
1039,3624,9465845,256
1039,5633,10706120,175
1039,4207,11198312,198
1039,6562,11512688,163
1039,8003,12107925,128
1039,8123,12107927,138
1078,36,3636,163
1078,29,18135,100
1078,68,22628,138
1078,151,28186,186
1078,41,28187,225
1078,74,99561,160
1078,51,256683,231
1078,214,561456,155
1078,56,1162543,110
1078,147,1217100,118
1078,153,1582996,187
1078,73,1656001,106
1078,159,2120932,134
1078,384,2282133,149
1078,394,2802316,108
1078,355,3236307,111
1078,134,3777732,147
1078,399,3950967,111
1078,149,4374400,151
1078,175,4502507,107
1078,419,5996153,109
1078,17,6148028,326
1078,91,6186357,174
1078,88,6442769,165
1078,418,6479259,100
1078,309,6752378,125
1078,363,6936382,134
1078,183,7171637,135
1078,20,7260188,285
1078,259,7631105,109
1078,163,7736182,125
1078,393,7896527,163
1078,30,8442457,147
1078,535,8490112,129
1078,139,9460487,139
1078,1004,9961796,102
1078,1000,10194157,164
1078,632,10429045,103
1078,206,10507293,150
1078,252,11235712,213
1078,69,11735983,214
1078,774,13206828,118
1078,12,13335037,262
1078,112,15507958,107
1078,164,15745753,133
1078,589,16056408,102
1078,324,16068905,170
1078,842,16096824,115
1078,452,16101128,115
1078,348,16143347,103
1078,423,16248068,114
1078,928,17675462,154
1078,61,22557272,115
1120,27,1,283
1120,21,2,256
1120,18,5,305
1120,24,6,285
1120,25,136251,316
1120,1,2767052,339
1120,175,4502507,120
1120,31,4667024,112
1128,27,1,828
1128,2,3,1049
1128,18,5,932
1128,24,6,869
1128,54,11,131
1128,19,34,200
1128,33,930,115
1128,26,968,102
1128,258,1232,121
1128,87,1617,105
1128,10,1885,440
1128,4,2657,423
1128,5,4671,193
1128,13,5470,211
1128,7,5907,273
1128,63,6185,131
1128,14,7613,158
1128,133,8127,116
1128,43,10210,235
1128,110,10572,170
1128,137,10964,171
1128,39,13496,302
1128,38,14050,147
1128,155,15241,132
1128,23,15881,774
1128,200,16299,140
1128,66,18405,106
1128,161,18512,135
1128,47,19063,523
1128,89,21787,107
1128,68,22628,304
1128,151,28186,238
1128,41,28187,355
1128,889,35729,113
1128,184,39988,112
1128,3,41865,283
1128,433,42899,125
1128,841,42900,160
1128,15,48855,146
1128,1335,60510,104
1128,135,62291,196
1128,389,68428,153
1128,11,77203,193
1128,74,99561,212
1128,37,100915,162
1128,62,119322,117
1128,67,128029,142
1128,25,136251,902
1128,192,186074,150
1128,90,231804,111
1128,51,256683,345
1128,70,375802,158
1128,52,428263,182
1128,214,561456,268
1128,711,764347,110
1128,56,1162543,210
1128,147,1217100,185
1128,1257,1421990,109
1128,153,1582996,266
1128,73,1656001,212
1128,159,2120932,291
1128,384,2282133,185
1128,16,2429135,154
1128,1,2767052,1026
1128,394,2802316,234
1128,355,3236307,167
1128,134,3777732,367
1128,399,3950967,122
1128,517,4268157,130
1128,149,4374400,171
1128,175,4502507,347
1128,31,4667024,236
1128,98,5060378,103
1128,419,5996153,177
1128,1891,6050298,119
1128,17,6148028,749
1128,91,6186357,178
1128,202,6339664,159
1128,88,6442769,138
1128,418,6479259,172
1128,435,6482837,106
